Company Name,Price,High,Low,Pct Increase
Mindspace Business Parks REIT Ltd.,304,316.4,274,10.94890511
Mindteck (India) Ltd.,33.6,43.9,11.65,188.4120172
Mindtree Ltd.,1340.35,1605.45,675.8,98.3353063
Mindvision Capital Ltd.,11.05,12.06,9.98,10.72144289
Mini Diamonds (India) Ltd.,2.43,3.6,1.91,27.22513089
Minolta Finance Ltd.,1.57,1.85,0.79,98.73417722
Mipco Seamless Rings (Gujarat) Ltd.,7.73,9.55,7.73,0
Mirc Electronics Ltd.,8.28,11.88,3.61,129.3628809
Mirch Technologies (India) Ltd.,0.66,0.66,0.52,26.92307692
Mirza International Ltd.,50.35,71.8,27.35,84.09506399
Mishka Exim Ltd.,27.2,35,25.9,5.019305019
Mishka Finance and Trading Ltd.,6.59,57,6.59,0
Mishra Dhatu Nigam Ltd.,191.95,278,135.2,41.97485207
Mishtann Foods Ltd.,7.39,27.45,4.81,53.63825364
Misquita Engineering Ltd.,60,80,27,122.2222222
Mitshi India Ltd.,22.85,72.3,18.5,23.51351351
Mitsu Chem Plast Ltd.,117,131,60.05,94.8376353
Miven Machine Tools Ltd.,4.25,6.02,3.86,10.10362694
MK Exim India Ltd.,19.3,24.75,10.95,76.25570776
MM Forgings Ltd.,340.55,470.55,151,125.5298013
MM Rubber Company Ltd.,38.85,54.9,22,76.59090909
MMS Infrastructure Ltd.,2.19,4.81,1.9,15.26315789
MMTC Ltd.,18.55,24.35,9.9,87.37373737
Mobile Telecommunication Ltd.,2.71,4.39,2.5,8.4
Modella Woollens Ltd.,7.59,13.3,7.59,0
Modern Converters Ltd.,10,14.45,9.69,3.199174407
Modern Dairies Ltd.,4.06,5.54,1.81,124.3093923
Modern Home Credit and Capital Ltd.,4.94,7.2,4.94,0
Modern India Ltd.,47.25,113.8,31.9,48.11912226
Modern Insulators Ltd.,25.05,25.05,1.9,1218.421053
Modern Steels Ltd.,3.7,10.45,3.21,15.26479751
Modex International Securities Ltd.,4.51,28.5,3.13,44.08945687
Modi Naturals Ltd.,50,72.2,15.7,218.4713376
Modi Rubber Ltd.,33.4,40.5,26.3,26.99619772
Modipon Ltd.,39.95,40.4,8.48,371.1084906
Modison Metals Ltd.,40.95,44.9,22.05,85.71428571
Modulex Construction Technologies Ltd.,8.69,58.4,8.22,5.717761557
Mohit Industries Ltd.,2.95,6.25,2.85,3.50877193
Mohit Paper Mills Ltd.,6,10.69,4.2,42.85714286
Mohite Industries Ltd.,6.25,10.55,6.25,0
Mohota Industries Ltd.,7.6,18,5.39,41.00185529
MOIL Ltd.,126.3,170,86.8,45.50691244
Mold Tek Technologies Ltd.,48.5,57.4,29.6,63.85135135
Mold-Tek Packaging Ltd.,298.15,304.5,145.8,104.4924554
Mold-Tek Packaging - RE Ltd.,491.9,990,114.9,328.1114012
Monarch Networth Capital Ltd.,29.6,29.6,14.2,108.4507042
Money Masters Leasing and Finance Ltd.,4.2,4.99,4.2,0
Moneyboxx Finance Ltd.,55.9,82.65,42.85,30.45507585
Monnet Industries Ltd.,9.4,11.55,9.22,1.952277657
Monotype India Ltd.,0.19,0.2,0.19,0
Monsanto India Ltd.,2224.4,2925,1832.25,21.40264702
Monte Carlo Fashions Ltd.,215.15,317,128,68.0859375
Moonbeam Industries Ltd.,6.25,14.2,5,25
Moongipa Capital Finance Ltd.,2.65,2.75,2.6,1.923076923
Moongipa Securities Ltd.,2.22,2.8,2.11,5.213270142
Morarjee Textiles Ltd.,10.05,18.48,7.8,28.84615385
Morarka Finance Ltd.,29.75,42,13.3,123.6842105
Morepen Laboratories Ltd.,27.45,34.95,7.21,280.7212205
Morgan Ventures Ltd.,8,11.18,5,60
Morganite Crucible (India) Ltd.,815.2,1164,590,38.16949153
Moschip Technologies Ltd.,11.25,17.55,6.4,75.78125
Moser Baer (India) Ltd.,1.05,7.74,1.05,0
Motilal Oswal MOSt Shares Gold ETF,2440.05,2998.97,2420.05,0.826429206
Motilal Oswal MOSt Shares Midcap 100 ETF,19.33,19.65,12.3,57.15447154
Motilal Oswal MOSt Shares M50 ETF,125.96,127,78,61.48717949
Motilal Oswal MOSt Shares NASDAQ 100 ETF,883.85,919,500,76.77
Motherson Sumi Systems Ltd.,130.5,151,48.5,169.0721649
Moti Protein Industries Ltd.,7,7,5.2,34.61538462
Motilal Oswal Financial Services Ltd.,625,903.5,426,46.71361502
Motor and General Finance Ltd.,16.33,26.83,10.13,61.20434353
Mount Everest Mineral Water Ltd.,102,129.95,97.5,4.615384615
Mount Shivalik Industries Ltd.,4.5,5.5,2.81,60.14234875
Mounteverest Trading and Investment Ltd.,40.25,255,95.25,57.74278215
Moving Picture Company Ltd.,0.6,0.73,0.56,7.142857143
MP Agro Morarji Fertilisers Ltd.,3.45,3.55,1.63,111.6564417
MPDL LIMITED Ltd.,9.55,12.24,2.18,338.0733945
MphasiS Ltd.,1315,1462.9,612.05,114.8517278
MPIL Corporation Ltd.,230.5,238.25,113,103.9823009
MPL Plastics Ltd.,3.63,5.85,2.51,44.62151394
MPS Ltd.,379.75,520,156,143.4294872
MRC Exim Ltd.,5,9.18,2.2,127.2727273
MRF Ltd.,74201.4,74624.4,50000,48.4028
MRO-TEK Realty Ltd.,21.95,36.25,18.4,19.29347826
Mangalore Refinery and Petrochemicals Ltd.,28.15,49.5,21.25,32.47058824
MSP Steel & Power Ltd.,6.42,8.18,3.66,75.40983607
MSR India Ltd.,12.39,17.34,5.02,146.812749
MSTC Ltd.,147.4,235.15,72.6,103.030303
MT Educare Ltd.,9.1,20.25,6.24,45.83333333
Mahanagar Telephone Nigam Ltd.,9.64,13.32,5.55,73.69369369
Mudit Finlease Ltd.,54,110.45,51.45,4.956268222
Mudunuru Ltd.,3.96,10.4,3.18,24.52830189
Mukand Ltd.,46.55,56.3,12,287.9166667
Mukat Pipes Ltd.,0.75,3.5,0.72,4.166666667
Mukesh Babu Financial Services Ltd.,125.6,184.5,74.5,68.59060403
Mukesh Steels Ltd.,27.1,27.1,27.1,0
Mukesh Strips and Tubes Ltd.,37.55,40.65,37.55,0
Mukta Agriculture Ltd.,1.71,9.8,1.71,0
Mukta Arts Ltd.,27.55,44.6,15.2,81.25
Mukand Engineers Ltd.,9.09,18.3,5.71,59.1943958
Muller and Phipps (India) Ltd.,31,39.65,22.65,36.86534216
Multibase India Ltd.,144.7,209.4,70,106.7142857
Multipurpose Ltd.,10,10.35,9.9,1.01010101
Munjal Auto Industries Ltd.,55.5,68.5,19.9,178.8944724
Munjal Showa Ltd.,133.65,165.8,55,143
Munoth Capital Markets Ltd.,60,60.4,59.9,0.166944908
Munoth Communication Ltd.,3.08,3.08,2.8,10
Munoth Financial Services Ltd.,15,15.22,9.7,54.63917526
Murli Industries . Ltd.,1.27,4.7,1.27,0
Murudeshwar Ceramics Ltd.,18.75,25.8,8.26,126.9975787
Music Broadcast Ltd.,23.6,25.56,12.3,91.8699187
Muthoot Capital Services Ltd.,405.05,663.15,222.05,82.41387075
Muthoot Finance Ltd.,1165.55,1405,477.5,144.0942408
MVL Ltd.,0.19,0.23,0.19,0
MW Unitexx Ltd.,1.79,5.75,1.79,0
My Money Securities Ltd.,22.5,27.35,22.5,0
Mysore Paper Mills Ltd.,7.42,7.42,3.85,92.72727273
Mysore Petro Chemicals Ltd.,52.9,62,24,120.4166667
Mystic Electronics Ltd.,1.98,3.3,1.63,21.47239264
N2N Technologies Ltd.,4.25,19.95,4.25,0
Nacl Industries Ltd.,39.7,51.1,17.05,132.8445748
Nagarjuna Agritech Ltd.,2.79,5.1,2.56,8.984375
Nagarjuna Fertilisers and Chemicals Ltd.,4.33,7.53,2.49,73.89558233
Nagarjuna Oil Refinery Ltd.,0.25,0.8,0.19,31.57894737
Nagpur Power Industries Ltd.,22.5,41.8,20.95,7.398568019
Nagreeka Capital and Infrastructure Ltd.,6.4,9.06,4.61,38.82863341
Nagreeka Exports Ltd.,15.25,23,8.32,83.29326923
Nahar Capital and Financial Services Ltd.,65.1,84.4,42.5,53.17647059
Nahar Industrial Enterprises Ltd.,26.75,33.4,14.4,85.76388889
Nahar Poly Films Ltd.,81.5,91.4,24,239.5833333
Nahar Spinning Mills Ltd.,40.5,53.7,22.1,83.25791855
Naisargik Agritech (India) Ltd.,2.1,77.8,1.62,29.62962963
Nakoda Ltd.,0.19,0.46,0.19,0
Nakoda Group of Industries Ltd.,25.5,31.6,18.6,37.09677419
Nakshatra Infrastructure Ltd.,4.07,5.51,4.07,0
National Aluminium Company Ltd.,36.7,48.8,24.45,50.10224949
Nalin Lease Finance Ltd.,19.95,24.45,11.15,78.92376682
Nalwa Sons Investment Ltd.,798.55,903.95,411,94.29440389
Nam Securities Ltd.,30.6,65,30.6,0
Nandan Auto Tech Ltd.,1,1.85,1.1,9.090909091
Nandan Denim Ltd.,20.45,39.95,12.5,63.6
Narayana Hrudayalaya Ltd.,363.7,389,210,73.19047619
Narayani Steels Ltd.,32.35,45.5,18.5,74.86486486
Narbada Gems and Jewellery Ltd.,17.55,45.35,12.35,42.10526316
Narendra Investments Ltd.,28.95,40.55,7.66,277.9373368
Narendra Properties Ltd.,9.64,17.55,7.79,23.74839538
Narmada Gelatines Ltd.,158.1,208,109,45.04587156
Narmada Macplast Drip Irrigation Systems Ltd.,3,5.75,2,50
Natco Economicals Ltd.,13.02,69,10,30.2
Natco Pharma Ltd.,904.4,995.05,450,100.9777778
Nath Bio-Genes Ltd.,269.5,415.5,126.25,113.4653465
Nath Industries Ltd.,65.9,122.4,57.25,15.10917031
Nath Pulp and Paper Mills Ltd.,57.75,92,51,13.23529412
National Fittings Ltd.,30.05,43.2,19.45,54.49871465
National General Industries Ltd.,28.35,30,22.7,24.88986784
National Oxygen Ltd.,42,47,22.6,85.84070796
National Peroxide Ltd.,1960,2370,821.35,138.6315213
National Plastic Industries Ltd.,18.75,29,14.55,28.86597938
National Plywood Industries Ltd.,7.99,8,1.4,470.7142857
National Standard (India) Ltd.,623.8,623.8,17.55,3454.415954
National Steel & Agro Industries Ltd.,3.4,4.53,1.27,167.7165354
National Plastic Technologies Ltd.,27,45.15,25.2,7.142857143
Natraj Proteins Ltd.,14.5,24.3,14,3.571428571
Natura Hue Chem Ltd.,0.72,0.98,0.72,0
Natural Capsules Ltd.,79.75,99.9,32.65,144.2572741
Naturite Agro Products Ltd.,130,152,102.35,27.01514411
Nava Bharat Ventures Ltd.,48.85,95.2,32.4,50.77160494
Navigant Corporate Advisors Ltd.,14,17.5,14.5,3.448275862
Navin Fluorine International Ltd.,2595.1,2615.85,840.25,208.848557
Navkar Builders Ltd.,8.27,22.9,6,37.83333333
Navkar Corporation Ltd.,27.45,36.55,13.2,107.9545455
Navketan Merchants Ltd.,0.26,0.3,0.19,36.84210526
Navneet Education Ltd.,84.45,104,45.1,87.25055432
Naysaa Securities Ltd.,33,45.5,27,22.22222222
NB Footwear Ltd.,1.5,2.09,1.48,1.351351351
NBCC (India) Ltd.,24.85,39.65,14.1,76.24113475
NCC Ltd.,39.75,70,15.9,150
NCC Blue Water Products Ltd.,5.3,8.8,4.1,29.26829268
NCC Finance Ltd.,1.05,1.21,1.05,0
NCL Industries Ltd.,146.65,150.6,48.25,203.9378238
NCL Research and Financial Services Ltd.,0.22,0.42,0.19,15.78947368
ND Metal Industries Ltd.,23.8,26.35,23.8,0
NDA Securities Ltd.,6.69,13.65,6.69,0
Ndr Auto Components Ltd.,166.7,283,114.95,45.01957373
New Delhi Television Ltd.,37.8,53.15,19.2,96.875
Nectar Lifesciences Ltd.,17.7,30.05,7.2,145.8333333
Neelamalai Agro Industries Ltd.,1112.4,1324,858,29.65034965
Neelkanth Rockminerals Ltd.,6.37,7.82,6.13,3.915171289
Neeraj Paper Marketing Ltd.,12.57,13.29,10,25.7
Negotium International Trade Ltd.,4.83,6.92,4.83,0
Neha International Ltd.,0.72,4.11,0.55,30.90909091
Neil industries Ltd.,5.22,29.25,5.22,0
NEL HOLDINGS SOUTH Ltd.,1.72,2.08,0.6,186.6666667
Nelcast Ltd.,60,66.5,23.5,155.3191489
NELCO Ltd.,188,269.7,109.05,72.39798258
Neo Corp International Ltd.,1.52,6,1.52,0
Neo Infracon Ltd.,15,38.2,12.75,17.64705882
Neogem India Ltd.,3.3,3.81,2.78,18.70503597
Neogen Chemicals Ltd.,626.5,818.8,310,102.0967742
NEPC India Ltd.,0.82,2.44,0.82,0
NESCO Ltd.,509.3,816.9,381.1,33.63946471
Nestle India Ltd.,16983.2,18301,12588.95,34.90561167
Net 4 India Ltd.,1.05,2.68,0.95,10.52631579
Netlink Solutions Ltd.,9.85,18.15,9.85,0
Nettlinx Ltd.,67.05,67.1,12.75,425.8823529
Netvista Information Technology Ltd.,1.2,3.3,1.2,0
Network Ltd.,5.3,5.3,0.91,482.4175824
Network 18 Media & Investments Ltd.,33.95,50.05,14.85,128.6195286
Neueon Towers Ltd.,1.08,2.03,0.37,191.8918919
Neuland Laboratories Ltd.,1068,1335.35,247.3,331.8641326
New India Assurance Company Ltd.,117.3,172,75,56.4
New Light Apparels Ltd.,27.5,37.45,24.45,12.47443763
New Markets Advisory Ltd.,9.1,7.87,6.81,33.62701909
Newever Trade Wings Ltd.,2.16,2.16,1.27,70.07874016
Newgen Software Technologies Ltd Ltd.,272.9,279.85,96.2,183.6798337
Newtime Infrastructure Ltd.,22.15,45.5,19.5,13.58974359
Newton Engineering & Chemicals Ltd.,10,10,10,0
Next Mediaworks Ltd.,4.21,12.4,3.38,24.55621302
Nexus Surgical and Medicare Ltd.,4.17,13.25,4.17,0
Nexxoft Infotel Ltd.,1.13,2.21,0.82,37.80487805
National Fertilizers Ltd.,33.85,45,15,125.6666667
NG Industries Ltd.,44.45,62.9,39.9,11.40350877
NGL Fine Chem Ltd.,1215.5,1343.4,220,452.5
NHC Foods Ltd.,6.8,11.75,3.44,97.6744186
NHPC Ltd.,20.6,29,15.15,35.97359736
NIBE LTD. Ltd.,14.5,17.62,7.41,95.68151147
Nicco Corporation Ltd.,0.38,0.65,0.38,0
Nicco Park and Resorts Ltd.,44,52.9,21.55,104.1763341
Nicco Uco Financial Services Ltd.,0.19,0.22,0.19,0
Nidhi Granites Ltd.,22.3,22.3,21,6.19047619
NIPPON INDIA EQUITY HYBRID FUN Ltd.,0.95,15.63,0,95
NIPPON INDIA EQUITY SAVINGS FU Ltd.,0.28,0.28,0,28
NIPPON INDIA EQUITY SAVINGS FU Ltd.,2.8,4.29,0,280
NIPPON INDIA ETF SENSEX NEXT 5,37.83,39.4,0,3783
Nihar Info Global Ltd.,3.5,7.9,2.79,25.44802867
NIIT Ltd.,159.8,161.5,53.55,198.4126984
Nijjer Agro Products Ltd.,10,13.71,6.22,60.77170418
Nikhil Adhesives Ltd.,158.3,208,77.6,103.9948454
Nikki Global Finance Ltd.,5.05,6.29,5.05,0
Nila Infrastructures Ltd.,3.86,6.44,2.19,76.25570776
Nilachal Refractories Ltd.,44,47,44,0
Nile Ltd.,270.05,363.9,135.55,99.22537809
Nilkamal Ltd.,1347.95,1544.15,911,47.96377607
Nimbus Foods Industries Ltd.,0.7,0.84,0.19,268.4210526
Nimbus Industries Ltd.,1.75,4.68,1.75,0
Nimbus Projects Ltd.,25.4,27.25,15.2,67.10526316
NINtec SYSTEMS Ltd.,29.25,29.25,5.95,391.5966387
Nippon Life India Asset Management Ltd.,288.8,452.95,201,43.68159204
Nippon India ETF Bank BeES,293.49,332.6,169.7,72.94637596
Nippon India ETF Gold BeES,44.5,49.5,33.11,34.40048324
Nippon India ETF Hang Seng BeES,344,391.6,268,28.35820896
Nippon India ETF Nifty BeES,137.5,138.11,82.5,66.66666667
Nippon India ETF PSU Bank BeES,15.86,30.16,11.67,35.90402742
Niraj Cement Structurals Ltd.,47.45,61.5,12.8,270.703125
Nirav Commercial Ltd.,144.55,270,144.55,0
Nirlon Ltd.,241.6,313,193.6,24.79338843
Nirmal Metal Fabricators Ltd.,7.08,36.7,7.08,0
Nishtha Finance and Investment (India) Ltd.,6.75,15,6.05,11.57024793
Nissan Copper Ltd.,0.75,2.15,0.75,0
Nitco Ltd.,18.1,34.25,10.8,67.59259259
Nitin Castings Ltd.,47.5,89,43.7,8.695652174
Nitin Fire Protection Industries Ltd.,0.36,0.86,0.32,12.5
Nitin Spinners Ltd.,49.8,63.95,24.7,101.6194332
Nitta Gelatin India Ltd.,157,194.25,72.3,117.1507607
Nivaka Fashions Ltd.,9.08,12.84,7.65,18.69281046
Nivyah Infrastructure & Telecom Services Ltd.,1.13,102.5,8.9,87.30337079
Niyogin Fintech Ltd Ltd.,68.3,78.6,21.8,213.3027523
NK Industries Ltd.,17.9,28,16.25,10.15384615
NLC India Ltd.,49.95,62.55,35.05,42.510699
NMDC Ltd.,96.05,139.5,62,54.91935484
Noble Explochem Ltd.,4.9,12.88,2.94,66.66666667
Noble Polymers Ltd.,0.31,0.42,0.29,6.896551724
NOCIL Ltd.,143,156.3,44.7,219.9105145
Noesis Industries Ltd.,0.75,0.75,0.75,0
Noida Medicare Ltd.,6.5,12.77,6.5,0
Noida Toll Bridge Company Ltd.,6.95,8.49,2.42,187.1900826
Norris Medicines Ltd.,4.75,6.85,2.05,131.7073171
North Eastern Carrying Corporation Ltd.,8.36,17.29,3,178.6666667
Northern Spirits Ltd.,18.55,32.2,14.8,25.33783784
Northlink Fiscal and Capital Services Ltd.,28.3,28.9,28.3,0
Nouritrans Exim Ltd.,0.98,2.59,0.98,0
Nouveau Global Ventures Ltd.,12.7,13.7,12.2,4.098360656
Nova Iron & Steel Ltd.,3.36,8.01,2.05,63.90243902
Nova Publications India Ltd.,19.25,20.45,10.64,80.92105263
NovaGold Petro-Resources Ltd.,1.1,3.14,1.08,1.851851852
Novartis India Ltd.,625,742.4,420.05,48.7918105
Novateor Research Laboratories Ltd.,3.95,32.8,3.23,22.29102167
Novopan India Ltd.,39.55,49.45,32,23.59375
NPR Finance Ltd.,9.76,16.7,6.91,41.24457308
NR Agarwal Industries Ltd.,194,298,123,57.72357724
NR International Ltd.,5,7.5,4.99,0.200400802
NRB Bearings Ltd.,74.55,114,48.5,53.71134021
NRB Industrial Bearings Ltd.,7.04,9.6,3.62,94.47513812
NRC Ltd.,3.65,5.76,3.02,20.86092715
Nila Spaces Ltd Ltd.,1.12,1.63,0.51,119.6078431
Netripples Software Ltd.,5.04,13.95,4.74,6.329113924
NTC Industries Ltd.,29.9,38.8,16,86.875
NTPC Ltd.,88.65,125,74,19.7972973
Nu Tech Corporation Ltd.,1.56,2.07,0.47,231.9148936
Nu Tek India Ltd.,0.29,0.5,0.25,16
Nucleus Software Exports Ltd.,568,754.4,170,234.1176471
Nutech Global Ltd.,12.87,14,10.72,20.05597015
Nutraplus India Ltd.,3.9,16.6,3.3,18.18181818
Nuway Organic Naturals (India) Ltd.,7.01,7.01,7.01,0
Nxtdigital Ltd.,608.15,721,192,216.7447917
O. P. Chains Ltd.,11,16.75,11,0
Oasis Securities Ltd.,26,27.55,24,8.333333333
Oasis Tradelink Ltd.,0.92,8.63,0.92,0
Oberoi Realty Ltd.,449,583.55,290.1,54.77421579
Objectone Information Systems Ltd.,2.99,3.29,0.55,443.6363636
Ocean Agro (India) Ltd.,17.6,28.45,14.15,24.38162544
Oceanaa Biotek Industries Ltd.,7.85,15.1,5.26,49.23954373
Oceanic Foods Ltd.,36.95,70,29.3,26.10921502
OCL Iron and Steel Ltd.,2.74,4.58,1.5,82.66666667
Octal Credit Capital Ltd.,4.92,6.3,4.47,10.06711409
Octavius Plantations Ltd.,1,1,1,0
Octaware Technologies Ltd.,75,95,60.2,24.58471761
Odisha Cement Ltd.,2438.05,3348.95,1923.3,26.76389539
Odyssey Corporation Ltd.,0.72,1.52,0.67,7.462686567
Odyssey Technologies Ltd.,23,36.5,12.15,89.30041152
Oil Country Tubular Ltd.,5.7,8.95,2.87,98.60627178
Oil India Ltd.,93.1,169.3,66,41.06060606
OK Play India Ltd.,16.2,41.2,13.3,21.80451128
Olectra Greentech Ltd.,60.8,206.6,40.95,48.47374847
Olympia Industries Ltd.,8.55,18.3,7,22.14285714
Olympic Cards Ltd.,3.04,6.82,2.8,8.571428571
Olympic Oil Industries Ltd.,57.85,57.9,40,44.625
OM Metals Infraprojects Ltd.,17.25,27.7,10,72.5
Omansh Enterprises Ltd.,0.34,1.1,0.31,9.677419355
Omax Autos Ltd.,39.25,66.7,18.7,109.8930481
Omaxe Ltd.,68.4,222.2,59.6,14.76510067
Omega Ag-Seeds (Punjab) Ltd.,4.52,5,4.52,0
Omega Interactive Technologies Ltd.,99.3,128.9,46.55,113.3190118
Omkar Overseas Ltd.,0.95,1.15,0.75,26.66666667
Omkar Pharmachem Ltd.,19,19.6,14.65,29.69283276
Omkar Speciality Chemicals Ltd.,7.62,9.34,2.27,235.6828194
Omni Axs Software Ltd.,2.55,2.59,1.24,105.6451613
Omnitech Infosolutions Ltd.,1.07,3.26,0.97,10.30927835
Omnitex Industries Ltd.,18.5,18.9,14.1,31.20567376
Onelife Capital Advisors Ltd.,6.09,8.79,4.92,23.7804878
OneSource Ideas Ventures Ltd.,17.8,21.25,12.5,42.4
Oil and Natural Gas Corporation Ltd.,71.3,140.75,51.8,37.64478764
OnMobile Global Ltd.,41.1,52.4,12.95,217.3745174
Ontic Finserve Ltd.,6.65,13.5,5.06,31.4229249
Ontrack Systems Ltd.,1.47,7.49,1.47,0
Onward Technologies Ltd.,61.65,76.9,34.65,77.92207792
Optiemus Infracom Ltd.,109.7,113.5,14.9,636.2416107
Optimus Finance Ltd.,21,26.25,15.2,38.15789474
Opto Circuits India Ltd.,5.87,19.85,1.45,304.8275862
Oracle Credit Ltd.,8.35,17.05,8,4.375
Oracle Financial Services Software Ltd.,3072,3402.05,1532.5,100.45677
Orbit Corporation Ltd.,2.1,6.4,1.24,69.35483871
Orbit Exports Ltd.,61.4,102,47,30.63829787
Orchid Pharma Ltd.,29.27,29.27,18,62.61111111
Organic Coatings Ltd.,4.1,6.59,2.19,87.21461187
Oricon Enterprises Ltd.,19.2,24.4,8.9,115.7303371
Orient Abrasives Ltd.,20.1,24.3,10.1,99.00990099
Orient Bell Ltd.,140.8,154,51.4,173.9299611
Orient Beverages Ltd.,55.65,77.1,44,26.47727273
Orient Cement Ltd.,69.65,89.7,35.25,97.58865248
Orient Electric Ltd.,215.45,286.45,138.15,55.95367354
Orient Green Power Company Ltd.,2.25,3.57,1.2,87.5
Orient Paper and Industries Ltd.,17.2,30.2,11.6,48.27586207
Orient Press Ltd.,70.75,136.6,63.3,11.76935229
Orient Refractories Ltd.,210,268.5,108.5,93.5483871
Orient Tradelink Ltd.,1.77,2.4,0.57,210.5263158
ORIENTAL AROMATICS Ltd.,463,525,117.05,295.5574541
Oriental Bank of Commerce,43.25,119,30.6,41.33986928
Oriental Carbon and Chemicals Ltd.,810.45,1066.85,470,72.43617021
Oriental Hotels Ltd.,22,37.45,13.15,67.30038023
Oriental Trimex Ltd.,7.55,18.1,4.5,67.77777778
Oriental Veneer Products Ltd.,38.9,65,24.9,56.2248996
Oripro Ltd.,17.75,10.2,2.91,509.9656357
Orissa Bengal Carrier Ltd.,35.75,48.8,29,23.27586207
Orissa Minerals Development Company Ltd.,2078.7,3140,863.3,140.7853585
Orissa Sponge Iron Ltd.,219.4,417.9,219.4,0
Orosil Smiths India Ltd.,3.05,3.65,1.85,64.86486486
Ortel Communications Ltd.,0.65,2.24,0.41,58.53658537
Ortin Laboratories Ltd.,22.7,24.5,6.8,233.8235294
Oscar Global Ltd.,5.8,7.45,4.14,40.09661836
Oscar Investments Ltd.,4.73,73,4.73,0
Osiajee Texfab Ltd.,34.1,43,22.15,53.9503386
Oswal Agro Mills Ltd.,8.78,16.2,3,192.6666667
Oswal Greentech Ltd.,12.25,15.8,6.06,102.1452145
Oswal Leasing Company Ltd.,10.31,27.65,2.6,296.5384615
Oswal Overseas Ltd.,3.09,3.09,2.8,10.35714286
Oswal Spinning and Weaving Mills Ltd.,1.13,1.9,0.83,36.14457831
Oswal Yarns Ltd.,3.45,5.92,3.2,7.8125
Otco International Ltd.,11.54,22.25,9.69,19.09184727
Oudh Sugar Mills Ltd.,130.75,170,123.7,5.699272433
Overseas Synthetics Ltd.,1.98,5.89,1.98,0
Ovobel Foods Ltd.,46.35,50.4,13.15,252.4714829
Oxford Industries Ltd.,0.78,0.78,0.78,0
Ozone World Ltd.,82.5,87.15,66.05,24.90537472
Procter and Gamble Hygiene and Health Care Ltd.,10660,12450,8500,25.41176471
P B Films Ltd.,0.68,2.98,0.6,13.33333333
P C Products India Ltd.,53.3,75.5,30.95,72.21324717
P M Telelinnks Ltd.,2.83,4.27,1.54,83.76623377
Pacheli Industrial Finance Ltd.,2.89,4.43,2.67,8.239700375
Pacific Industries Ltd.,137.4,194,66.5,106.6165414
Pact Industries Ltd.,2.63,2.9,1.25,110.4
Padam Cotton Yarns Ltd.,5.54,11.26,5.54,0
Padmalaya Telefilms Ltd.,1.8,2.95,1.09,65.13761468
Padmanabh Industries Ltd.,5.06,23.8,4.59,10.23965142
PAE Ltd.,2.38,4.07,1.99,19.59798995
Pagaria Energy Ltd.,1.17,4.25,1.17,0
Page Industries Ltd.,22714.4,26891,16186.75,40.3271194
Paisalo Digital Ltd.,402,489.95,144.3,178.5862786
PAL Credit and Capital Ltd.,1.31,2.86,1.31,0
Palash Securities Ltd.,26.35,41.95,16.6,58.73493976
Palco Metals Ltd.,18.6,27.9,18.55,0.269541779
Palm Jewels Ltd.,38,39,9.19,313.4929271
Palred Technologies Ltd.,30.1,34.3,9.5,216.8421053
Palsoft Infosystems Ltd.,2.8,8,2.23,25.56053812
Pan Electroncis (India) Ltd.,6.45,8.64,4.09,57.70171149
Pan India Corporation Ltd.,0.19,0.3,0.19,0
Panacea Biotec Ltd.,189.5,263,90,110.5555556
Panache Innovations Ltd.,22.05,43.05,18.1,21.82320442
Panafic Industrials Ltd.,0.21,0.27,0.19,10.52631579
Panama Petrochem Ltd.,65.2,75.2,25.4,156.6929134
Panasonic Appliances India Company Ltd.,374.2,385,69.75,436.4874552
Panasonic Energy India Company Ltd.,192.9,210,91,111.978022
Panasonic Carbon India Ltd.,402.75,472,226.05,78.16854678
Panchmahal Steels Ltd.,32.5,34.05,15,116.6666667
Panchsheel Organics Ltd.,71.95,97.4,34.2,110.380117
Pankaj Piyush Trade & Investment Ltd.,36.65,52.2,23.3,57.29613734
Pankaj Polymers Ltd.,3.58,7.51,2.94,21.76870748
Panorama Studios International Ltd.,58.5,81,26.8,118.2835821
Panoramic Universal Ltd.,1.71,9.99,1.71,0
Panth Infinity Ltd.,4.69,155.2,4.3,9.069767442
Panyam Cements and Mineral Inds. Ltd.,7.55,19,6.3,19.84126984
Paos Industries Ltd.,11,13.5,10.97,0.273473108
Parab Infra Ltd.,0.21,0.37,0.21,0
Parabolic Drugs Ltd.,2.33,4.73,1,133
Parag Milk Foods Ltd.,108.85,162.7,48.5,124.4329897
Paragon Finance Ltd.,12.4,17.46,8.76,41.55251142
Paramone Concepts Ltd.,14.2,15.75,9,57.77777778
Paramount Communications Ltd.,6.67,10.09,5,33.4
Paramount Cosmetics Ltd.,16.25,22.65,8.98,80.95768374
Paramount Printpackaging Ltd.,0.82,0.9,0.82,0
Paras Petrofils Ltd.,0.17,0.2,0.14,21.42857143
Parekh Aluminex Ltd.,10.14,50.3,9.62,5.405405405
Parenteral Drugs (India) Ltd.,2.5,9.64,2.34,6.837606838
Parichay Investments Ltd.,7.98,20.5,6,33
Pariksha Fin- Invest- Lease Ltd.,12.5,12.5,10,25
Parker Agrochem E Ltd.,9.2,13.15,9.2,0
Parle  Industries Ltd.,10.5,30.15,9.22,13.88286334
Parmax Pharma Ltd.,39.75,39.9,14.45,175.0865052
Parmeshwari Silk Mills Ltd.,10,10,10,0
